id	clr	W
Bacteria;Proteobacteria	1.0682748100413426	0
Bacteria;	-1.5450019101563275	0
Bacteria;Nitrospirota	-0.11372419615667528	0
Bacteria;Firmicutes	2.1596887242311418	0
Bacteria;Patescibacteria	-1.906149566927557	0
Bacteria;Omnitrophota	0.9521612776905435	0
Bacteria;Methylomirabilota	-0.7412445664404834	0
Bacteria;Gemmatimonadota	1.4188864537690338	0
Bacteria;Margulisbacteria	-1.1594081495906332	0
Bacteria;Acidobacteriota	-1.4714853041271303	0
Bacteria;Desulfobacterota	-0.3666617554597418	0
Bacteria;Bacteroidota	1.933696162359613	0
Bacteria;Desulfobacterota_E	-0.22903197923313012	0
