	W	Reject null hypothesis
Bacteria;Proteobacteria	0	False
Bacteria;	0	False
Bacteria;Nitrospirota	0	False
Bacteria;Firmicutes	0	False
Bacteria;Patescibacteria	0	False
Bacteria;Omnitrophota	0	False
Bacteria;Methylomirabilota	0	False
Bacteria;Gemmatimonadota	0	False
Bacteria;Margulisbacteria	0	False
Bacteria;Acidobacteriota	0	False
Bacteria;Desulfobacterota	0	False
Bacteria;Bacteroidota	0	False
Bacteria;Desulfobacterota_E	0	False
