id	clr	W
Bacteria;;;	1.40912801345454	0
Bacteria;Acidobacteriota;Mor1;Gp22-AA2	1.335611407425343	1
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales	-2.069570059061401	0
Bacteria;Desulfobacterota;GWC2-55-46;GWC2-55-46	0.23078785875795482	0
Bacteria;Desulfobacterota_E;MBNT15;MBNT15	0.0931580825313425	2
Bacteria;Firmicutes;Bacilli;	-2.2955626209329294	0
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales	-1.5547603504708216	0
Bacteria;Margulisbacteria;WOR-1;O2-12-FULL-45-9	1.023534252888846	0
Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales	0.605370669738696	0
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales	-1.5547603504708223	0
Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales	-0.1017002930386699	0
Bacteria;Nitrospirota;Thermodesulfovibrionia;UBA6902	1.7065462619950948	0
Bacteria;Omnitrophota;Koll11;2-01-FULL-45-10	-0.11355855634732759	0
Bacteria;Omnitrophota;Koll11;2-02-FULL-51-18	0.19851859818916928	2
Bacteria;Omnitrophota;Koll11;GIF10	-2.941054711590712	0
Bacteria;Omnitrophota;Koll11;UBA6215	0.5246811912090146	1
Bacteria;Omnitrophota;Omnitrophia;Omnitrophales	0.8419528886801082	0
Bacteria;Patescibacteria;;	0.16624933762038374	0
Bacteria;Patescibacteria;ABY1;	0.8916657787491142	2
Bacteria;Patescibacteria;ABY1;BM507	0.5694872705538576	0
Bacteria;Patescibacteria;ABY1;SG8-24	0.156147983961624	1
Bacteria;Patescibacteria;Gracilibacteria;Peribacterales	1.2468191791705003	0
Bacteria;Patescibacteria;Paceibacteria;UBA10092	0.5128229279003564	1
Bacteria;Patescibacteria;Paceibacteria;UBA9983	1.170551163230041	0
Bacteria;Proteobacteria;Gammaproteobacteria;	0.8978770387483928	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales	-0.22460976975022717	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	-2.110899590186784	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	-0.6144336029546711	0
