index,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;;,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Firmicutes;Bacilli,Bacteria;Patescibacteria;ABY1,Bacteria;Patescibacteria;Paceibacteria,Bacteria;Patescibacteria;,Bacteria;Omnitrophota;Koll11,Bacteria;Methylomirabilota;Methylomirabilia,Bacteria;Gemmatimonadota;Gemmatimonadetes,Bacteria;Omnitrophota;Omnitrophia,Bacteria;Margulisbacteria;WOR-1,Bacteria;Nitrospirota;Thermodesulfovibrionia,Bacteria;Acidobacteriota;Mor1,Bacteria;Desulfobacterota;GWC2-55-46,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Desulfobacterota_E;MBNT15,Bacteria;Patescibacteria;Gracilibacteria
2,0.9788926713420268,0.17127071823204418,0.04175580234512094,0.02356902356902357,0.06261510128913444,0.06813996316758748,0.027624309392265192,0.13286331702537965,0.0423572744014733,0.004489337822671156,0.049723756906077346,0.03683241252302026,0.22741224398682963,0.007366482504604052,0.014732965009208104,0.014590347923681257,0.02578268876611418,0.06998158379373849
a,0.24454828660436137,0.1292834890965732,0.00778816199376947,0.0,0.05919003115264797,0.07165109034267912,0.014018691588785047,0.031152647975077878,0.028037383177570093,0.0,0.03894080996884735,0.040498442367601244,0.21495327102803738,0.0264797507788162,0.010903426791277258,0.0,0.012461059190031152,0.07009345794392523
