index,Bacteria;Proteobacteria,Bacteria;,Bacteria;Nitrospirota,Bacteria;Firmicutes,Bacteria;Patescibacteria,Bacteria;Omnitrophota,Bacteria;Methylomirabilota,Bacteria;Gemmatimonadota,Bacteria;Margulisbacteria,Bacteria;Acidobacteriota,Bacteria;Desulfobacterota,Bacteria;Bacteroidota,Bacteria;Desulfobacterota_E
2,0.9788926713420268,0.17127071823204418,0.2691680463319506,0.02356902356902357,0.22836095764272557,0.18258707393145698,0.0423572744014733,0.004489337822671156,0.03683241252302026,0.007366482504604052,0.014732965009208104,0.014590347923681257,0.02578268876611418
a,0.24454828660436137,0.1292834890965732,0.22274143302180685,0.0,0.21495327102803738,0.07009345794392523,0.028037383177570093,0.0,0.040498442367601244,0.0264797507788162,0.010903426791277258,0.0,0.012461059190031152
