index,Bacteria;Proteobacteria;Gammaproteobacteria;,Bacteria;;;,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Firmicutes;Bacilli;,Bacteria;Patescibacteria;ABY1;BM507,Bacteria;Patescibacteria;Paceibacteria;UBA9983,Bacteria;Patescibacteria;;,Bacteria;Patescibacteria;Paceibacteria;UBA10092,Bacteria;Omnitrophota;Koll11;2-01-FULL-45-10,Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales,Bacteria;Omnitrophota;Koll11;2-02-FULL-51-18,Bacteria;Patescibacteria;ABY1;SG8-24,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales,Bacteria;Omnitrophota;Omnitrophia;Omnitrophales,Bacteria;Margulisbacteria;WOR-1;O2-12-FULL-45-9,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Omnitrophota;Koll11;UBA6215,Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales,Bacteria;Acidobacteriota;Mor1;Gp22-AA2,Bacteria;Nitrospirota;Thermodesulfovibrionia;UBA6902,Bacteria;Patescibacteria;ABY1;,Bacteria;Desulfobacterota;GWC2-55-46;GWC2-55-46,Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales,Bacteria;Omnitrophota;Koll11;GIF10,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Desulfobacterota_E;MBNT15;MBNT15,Bacteria;Patescibacteria;Gracilibacteria;Peribacterales
2,0.020257826887661142,0.17127071823204418,0.04175580234512094,0.02356902356902357,0.02394106813996317,0.055248618784530384,0.027624309392265192,0.01289134438305709,0.011049723756906077,0.0423572744014733,0.02578268876611418,0.01289134438305709,0.6227778087814921,0.004489337822671156,0.049723756906077346,0.03683241252302026,0.27378759975445055,0.007366482504604052,0.02115073385791618,0.007366482504604052,0.20626151012891344,0.02578268876611418,0.014732965009208104,0.062069435918423024,0.08866442199775533,0.014590347923681257,0.02578268876611418,0.06998158379373849
a,0.0264797507788162,0.1292834890965732,0.00778816199376947,0.0,0.020249221183800622,0.05763239875389408,0.014018691588785047,0.014018691588785047,0.006230529595015576,0.028037383177570093,0.014018691588785047,0.009345794392523364,0.037383177570093455,0.0,0.03894080996884735,0.040498442367601244,0.13395638629283488,0.010903426791277258,0.02336448598130841,0.0264797507788162,0.19158878504672897,0.029595015576323987,0.010903426791277258,0.04672897196261682,0.0,0.0,0.012461059190031152,0.07009345794392523
