id	clr	W
02b4cbe5c2955ab2f66dc82cdf6dad64	2.6279445191422006	0
1304d0f9dc2397bbf02e61577a2f5adc	-1.7980875541930377	0
1f8747026500ce37ab66b935d9b1b53e	-4.034335338734813	16
25e119f38effd7d58bf3442bd40eaf00	4.735971627082929	2
266d3c050f6688d15024f3c36c9328d8	-1.6786416000518634	1
2bfdfef3ab9fe4d267c52f8ee5c80ddd	-0.4684575357266487	0
3421464bea79a54e7eef62009457230b	-3.006602167885495	8
38c27ceaed634984c1225a82648cf571	1.7277710908935169	0
3ebe761bfb1238c87195d431f41bf976	2.712255191014971	0
54c05a1e59ddd42bd97a0a8f522bf591	-1.1049403736330925	0
59dd6d3f3f896c4309537cf26c3597a3	3.996855698860141	25
615d65be0a5ba4f62e9d7aa1bffb4277	-2.112391883904225	3
67e959ec1398cee2946858ecda5af98b	2.517173384168583	3
7346ee25c4de4df48f80d736342c1c02	2.2577764874609993	18
7da5a08a0f3713731b1ec0bdefe97783	-1.3988337060841518	5
7e7deb01f0491d33ecb87427fcbeb1ee	2.954907752845533	2
87e503bff5c5886e5938a97aa0afb1d5	-1.7419229617060779	5
89fa0981707da59c8cede9f5d70afe62	-2.112391883904225	3
8b91e5b1c412877f96a4a342ab6dc680	3.090647801783283	0
906a06fc904a9a11c50b0a100467961b	-1.2731764919436985	6
a9cdace376f468b22ea7bac7de7e029c	-1.7131380357953392	0
aeda648ef1ccaf013a70453eee0caf8a	-0.302530890344189	3
b230be8a10f78f48e504b8dc5cfa7afb	-1.7658182936242521	3
b39be459cc96689db8cd6b00a0d86e8e	4.778067672693103	0
b39f90da9ee92988c2e0f57748c70f4c	-1.8995579761913828	8
b7d6cf3f7467ca45087ca083796a0af0	5.245444070050048	25
c02e74171a45a7d8308e4581e6b79eab	-1.4515139639130648	7
c1cd0bc45f873697ab9156e7147e8d76	-2.555651170674467	7
c4dc084b83476f4b2c829da5b52fcb4d	-1.9481398504182068	3
cbff13b5013921139f28a5115cf9f7a8	-1.7454072963641247	8
d69464b2275c7c4514b5858d01db39b8	-2.1493268081874524	7
d88abff2ed5af388abe3bd71809f70e1	-2.2090775803944944	0
da13eb51a23731d1542076afd2a4882d	3.852767688067609	23
e04265a1b5b74d599d1000ac0f280268	-1.6583959193744946	7
e149acb95b2ccf99ebccc818ef8aac1f	-1.0381746773208311	4
ec03d66fcea8850ab39fe2bce3814f30	-2.4306802984400004	5
ee6a011da2550805c6fd434ab053464a	-1.5104054817412569	0
f86222ce0aa7c48d5994451baf572b60	3.7918959696313683	2
fb6835364f1d79a14457f24bc50738d0	-2.112391883904225	4
fc3f584449d707e80bd4aa0efcd65508	2.930512670760817	0
