index,Bacteria;Proteobacteria;Gammaproteobacteria;,Bacteria;;;,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Firmicutes;Bacilli;,Bacteria;Patescibacteria;ABY1;BM507,Bacteria;Patescibacteria;Paceibacteria;UBA9983,Bacteria;Patescibacteria;;,Bacteria;Patescibacteria;Paceibacteria;UBA10092,Bacteria;Omnitrophota;Koll11;2-01-FULL-45-10,Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales,Bacteria;Omnitrophota;Koll11;2-02-FULL-51-18,Bacteria;Patescibacteria;ABY1;SG8-24,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales,Bacteria;Omnitrophota;Omnitrophia;Omnitrophales,Bacteria;Margulisbacteria;WOR-1;O2-12-FULL-45-9,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Omnitrophota;Koll11;UBA6215,Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales,Bacteria;Acidobacteriota;Mor1;Gp22-AA2,Bacteria;Nitrospirota;Thermodesulfovibrionia;UBA6902,Bacteria;Patescibacteria;ABY1;,Bacteria;Desulfobacterota;GWC2-55-46;GWC2-55-46,Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales,Bacteria;Omnitrophota;Koll11;GIF10,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Desulfobacterota_E;MBNT15;MBNT15,Bacteria;Patescibacteria;Gracilibacteria;Peribacterales
b,0.0,0.008287292817679558,0.0656968704850841,0.05395576390051528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0376028548220078,0.012776630640350714,0.0,0.0,0.6282995702885206,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.023395402769251755,0.13838817890383268,0.021496425271747555,0.0,0.0
a,0.04673757766647734,0.3005542073286174,0.016996265124524536,0.0,0.04419028932376379,0.11288101753842447,0.04164300098105024,0.026910035971842137,0.017280253351921654,0.0703946575790434,0.039801380354899225,0.022237138775580454,0.06869072821466068,0.0,0.08866456687492469,0.0773308548906215,0.18552176382506325,0.01826990929588131,0.03441420973821449,0.03384623328342025,0.3978502951756424,0.05537770434243817,0.02563639180048536,0.09645272886869416,0.0,0.0,0.03824374795614533,0.14007504173766372
