index,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;;,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Firmicutes;Bacilli,Bacteria;Patescibacteria;ABY1,Bacteria;Patescibacteria;Paceibacteria,Bacteria;Patescibacteria;,Bacteria;Omnitrophota;Koll11,Bacteria;Methylomirabilota;Methylomirabilia,Bacteria;Gemmatimonadota;Gemmatimonadetes,Bacteria;Omnitrophota;Omnitrophia,Bacteria;Margulisbacteria;WOR-1,Bacteria;Nitrospirota;Thermodesulfovibrionia,Bacteria;Acidobacteriota;Mor1,Bacteria;Desulfobacterota;GWC2-55-46,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Desulfobacterota_E;MBNT15,Bacteria;Patescibacteria;Gracilibacteria
b,1.6892978278797801,0.008287292817679558,0.0656968704850841,0.05395576390051528,0.0,0.0,0.0,0.13838817890383268,0.0,0.012776630640350714,0.0,0.0,0.010101010101010102,0.0,0.0,0.021496425271747555,0.0,0.0
a,0.3974027985748954,0.3005542073286174,0.016996265124524536,0.0,0.1218051324417824,0.1397910535102666,0.04164300098105024,0.07535154300270219,0.0703946575790434,0.0,0.08866456687492469,0.0773308548906215,0.43226450491385693,0.03384623328342025,0.02563639180048536,0.0,0.03824374795614533,0.14007504173766372
